"Kod";"Nazwa";"ogółem;ogółem;2024;[osoba]";
1426032;"Kotuń (2)";8081;
1426042;"Mokobody (2)";4745;
1426053;"Mordy (3)";5293;
1426054;"Mordy - miasto (4)";1580;
1426055;"Mordy - obszar wiejski (5)";3713;
1426062;"Paprotnia (2)";2382;
1426072;"Przesmyki (2)";2750;
1426082;"Siedlce (2)";19890;
1426092;"Skórzec (2)";8217;
1426102;"Suchożebry (2)";4731;
1426112;"Wiśniew (2)";5730;
1426122;"Wodynie (2)";4074;
1426132;"Zbuczyn (2)";9767;
1427000;"Powiat sierpecki";47742;
1427011;"Sierpc (1)";16692;
1427022;"Gozdowo (2)";5616;
1427032;"Mochowo (2)";5482;
1427042;"Rościszewo (2)";3705;
1427052;"Sierpc (2)";6536;
1427062;"Szczutowo (2)";3938;
1427072;"Zawidz (2)";5773;
1428000;"Powiat sochaczewski";82854;
1428011;"Sochaczew (1)";33154;
1428022;"Brochów (2)";4430;
1428032;"Iłów (2)";5826;
1428042;"Młodzieszyn (2)";5595;
1428052;"Nowa Sucha (2)";6889;
1428062;"Rybno (2)";3404;
1428072;"Sochaczew (2)";12001;
1428082;"Teresin (2)";11555;
1429000;"Powiat sokołowski";49551;
1429011;"Sokołów Podlaski (1)";18209;
1429022;"Bielany (2)";3462;
1429032;"Ceranów (2)";1777;
1429042;"Jabłonna Lacka (2)";4002;
1429053;"Kosów Lacki (3)";5279;
1429054;"Kosów Lacki - miasto (4)";1964;
1429055;"Kosów Lacki - obszar wiejski (5)";3315;
1429062;"Repki (2)";4522;
1429072;"Sabnie (2)";3200;
1429082;"Sokołów Podlaski (2)";5772;
1429092;"Sterdyń (2)";3328;
1430000;"Powiat szydłowiecki";37244;
1430012;"Chlewiska (2)";5425;
1430023;"Jastrząb (3)";5125;
1430024;"Jastrząb - miasto (4)";1187;
1430025;"Jastrząb - obszar wiejski (5)";3938;
1430032;"Mirów (2)";3715;
1430042;"Orońsko (2)";5934;
1430053;"Szydłowiec (3)";17045;
1430054;"Szydłowiec - miasto (4)";10401;
1430055;"Szydłowiec - obszar wiejski (5)";6644;
1432000;"Powiat warszawski zachodni";136493;
1432013;"Błonie (3)";22510;
1432014;"Błonie - miasto (4)";12165;
1432015;"Błonie - obszar wiejski (5)";10345;
1432022;"Izabelin (2)";10720;
1432032;"Kampinos (2)";4499;
1432042;"Leszno (2)";11175;
1432053;"Łomianki (3)";32199;
1432054;"Łomianki - miasto (4)";18248;
1432055;"Łomianki - obszar wiejski (5)";13951;
1432063;"Ożarów Mazowiecki (3)";32078;
1432064;"Ożarów Mazowiecki - miasto (4)";15940;
1432065;"Ożarów Mazowiecki - obszar wiejski (5)";16138;
1432072;"Stare Babice (2)";23312;
1433000;"Powiat węgrowski";61472;
1433011;"Węgrów (1)";11718;
1433022;"Grębków (2)";4228;
1433032;"Korytnica (2)";5466;
1433042;"Liw (2)";7017;
1433053;"Łochów (3)";17230;
1433054;"Łochów - miasto (4)";6502;
1433055;"Łochów - obszar wiejski (5)";10728;
1433062;"Miedzna (2)";3544;
1433072;"Sadowne (2)";5430;
1433082;"Stoczek (2)";4437;
1433092;"Wierzbno (2)";2402;
1434000;"Powiat wołomiński";277725;
1434011;"Kobyłka (1)";28599;
1434021;"Marki (1)";46163;
1434031;"Ząbki (1)";45538;
1434041;"Zielonka (1)";18047;
1434052;"Dąbrówka (2)";8700;
1434063;"Jadów (3)";6976;
1434064;"Jadów - miasto (4)";895;
1434065;"Jadów - obszar wiejski (5)";6081;
1434072;"Klembów (2)";11568;
1434082;"Poświętne (2)";6542;
1434093;"Radzymin (3)";31933;
1434094;"Radzymin - miasto (4)";15333;
1434095;"Radzymin - obszar wiejski (5)";16600;
1434102;"Strachówka (2)";2563;
1434113;"Tłuszcz (3)";20204;
1434114;"Tłuszcz - miasto (4)";8064;
1434115;"Tłuszcz - obszar wiejski (5)";12140;
1434123;"Wołomin (3)";50892;
1434124;"Wołomin - miasto (4)";35313;
1434125;"Wołomin - obszar wiejski (5)";15579;
1435000;"Powiat wyszkowski";73179;
1435012;"Brańszczyk (2)";8039;
1435022;"Długosiodło (2)";7391;
1435032;"Rząśnik (2)";6765;
1435042;"Somianka (2)";5603;
1435053;"Wyszków (3)";39165;
1435054;"Wyszków - miasto (4)";25857;
1435055;"Wyszków - obszar wiejski (5)";13308;
1435062;"Zabrodzie (2)";6216;
1436000;"Powiat zwoleński";34091;
1436012;"Kazanów (2)";4228;
1436022;"Policzna (2)";5088;
1436032;"Przyłęk (2)";5741;
1436042;"Tczów (2)";4755;
1436053;"Zwoleń (3)";14279;
1436054;"Zwoleń - miasto (4)";7081;
1436055;"Zwoleń - obszar wiejski (5)";7198;
1437000;"Powiat żuromiński";35122;
1437013;"Bieżuń (3)";4478;
1437014;"Bieżuń - miasto (4)";1683;
1437015;"Bieżuń - obszar wiejski (5)";2795;
1437022;"Kuczbork-Osada (2)";4192;
1437033;"Lubowidz (3)";6196;
1437034;"Lubowidz - miasto (4)";1463;
1437035;"Lubowidz - obszar wiejski (5)";4733;
1437042;"Lutocin (2)";3919;
1437052;"Siemiątkowo (2)";3139;
1437063;"Żuromin (3)";13198;
1437064;"Żuromin - miasto (4)";8415;
1437065;"Żuromin - obszar wiejski (5)";4783;
1438000;"Powiat żyrardowski";74935;
1438011;"Żyrardów (1)";38401;
1438023;"Mszczonów (3)";11247;
1438024;"Mszczonów - miasto (4)";6022;
1438025;"Mszczonów - obszar wiejski (5)";5225;
1438032;"Puszcza Mariańska (2)";8795;
1438042;"Radziejowice (2)";6545;
1438053;"Wiskitki (3)";9947;
1438054;"Wiskitki - miasto (4)";1478;
1438055;"Wiskitki - obszar wiejski (5)";8469;
1461000;"Powiat m. Ostrołęka";47696;
1461011;"Ostrołęka (1)";47696;
1462000;"Powiat m. Płock";110015;
1462011;"Płock (1)";110015;
1463000;"Powiat m. Radom";193777;
1463011;"Radom (1)";193777;
1464000;"Powiat m. Siedlce";74780;
1464011;"Siedlce (1)";74780;
1465000;"Powiat m. st. Warszawa";1863845;
1465011;"M.st.Warszawa od 2002 (1)";1863845;
1465028;"Bemowo - dzielnica (8)";128895;
1465038;"Białołęka - dzielnica (8)";161428;
1465048;"Bielany - dzielnica (8)";130527;
1465058;"Mokotów - dzielnica (8)";224935;
1465068;"Ochota - dzielnica (8)";78643;
1465078;"Praga-Południe - dzielnica (8)";186302;
1465088;"Praga-Północ - dzielnica (8)";59183;
1465098;"Rembertów - dzielnica (8)";25010;
1465108;"Śródmieście - dzielnica (8)";96225;
1465118;"Targówek - dzielnica (8)";122711;
1465128;"Ursus - dzielnica (8)";71020;
1465138;"Ursynów - dzielnica (8)";149879;
1465148;"Wawer - dzielnica (8)";89544;
1465158;"Wesoła - dzielnica (8)";26698;
1465168;"Wilanów - dzielnica (8)";53162;
1465178;"Włochy - dzielnica (8)";50753;
1465188;"Wola - dzielnica (8)";150203;
1465198;"Żoliborz - dzielnica (8)";58727;
1600000;"OPOLSKIE";930296;
1601000;"Powiat brzeski";85613;
1601011;"Brzeg (1)";33101;
1601022;"Skarbimierz (2)";8806;
1601033;"Grodków (3)";17729;
1601034;"Grodków - miasto (4)";7800;
1601035;"Grodków - obszar wiejski (5)";9929;
1601043;"Lewin Brzeski (3)";12330;
1601044;"Lewin Brzeski - miasto (4)";5537;
1601045;"Lewin Brzeski - obszar wiejski (5)";6793;
1601052;"Lubsza (2)";8956;
1601062;"Olszanka (2)";4691;
1602000;"Powiat głubczycki";42092;
1602013;"Baborów (3)";5542;
1602014;"Baborów - miasto (4)";2721;
1602015;"Baborów - obszar wiejski (5)";2821;
1602022;"Branice (2)";6175;
1602033;"Głubczyce (3)";20541;
1602034;"Głubczyce - miasto (4)";11452;
1602035;"Głubczyce - obszar wiejski (5)";9089;
1602043;"Kietrz (3)";9834;
1602044;"Kietrz - miasto (4)";5418;
1602045;"Kietrz - obszar wiejski (5)";4416;
1603000;"Powiat kędzierzyńsko-kozielski";85435;
1603011;"Kędzierzyn-Koźle (1)";53849;
1603022;"Bierawa (2)";7505;
1603032;"Cisek (2)";5263;
1603042;"Pawłowiczki (2)";6942;
1603052;"Polska Cerekiew (2)";3714;
1603062;"Reńska Wieś (2)";8162;
1604000;"Powiat kluczborski";60536;
1604013;"Byczyna (3)";8462;
1604014;"Byczyna - miasto (4)";3309;
1604015;"Byczyna - obszar wiejski (5)";5153;
1604023;"Kluczbork (3)";33669;
1604024;"Kluczbork - miasto (4)";21607;
1604025;"Kluczbork - obszar wiejski (5)";12062;
1604032;"Lasowice Wielkie (2)";6332;
1604043;"Wołczyn (3)";12073;
1604044;"Wołczyn - miasto (4)";5267;
1604045;"Wołczyn - obszar wiejski (5)";6806;
1605000;"Powiat krapkowicki";59288;
1605013;"Gogolin (3)";11632;
1605014;"Gogolin - miasto (4)";6421;
1605015;"Gogolin - obszar wiejski (5)";5211;
1605023;"Krapkowice (3)";21365;
1605024;"Krapkowice - miasto (4)";15139;
1605025;"Krapkowice - obszar wiejski (5)";6226;
1605033;"Strzeleczki (3)";7203;
1605034;"Strzeleczki - miasto (4)";1521;
1605035;"Strzeleczki - obszar wiejski (5)";5682;
1605042;"Walce (2)";5125;
1605053;"Zdzieszowice (3)";13963;
1605054;"Zdzieszowice - miasto (4)";10035;
1605055;"Zdzieszowice - obszar wiejski (5)";3928;
1606000;"Powiat namysłowski";41753;
1606012;"Domaszowice (2)";3422;
1606023;"Namysłów (3)";26195;
1606024;"Namysłów - miasto (4)";16716;
1606025;"Namysłów - obszar wiejski (5)";9479;
1606032;"Pokój (2)";4950;
1606042;"Świerczów (2)";3019;
1606052;"Wilków (2)";4167;
1607000;"Powiat nyski";126897;
1607013;"Głuchołazy (3)";22064;
1607014;"Głuchołazy - miasto (4)";12474;
1607015;"Głuchołazy - obszar wiejski (5)";9590;
1607022;"Kamiennik (2)";3100;
1607033;"Korfantów (3)";8298;
1607034;"Korfantów - miasto (4)";1692;
1607035;"Korfantów - obszar wiejski (5)";6606;
1607042;"Łambinowice (2)";7092;
1607053;"Nysa (3)";53336;
1607054;"Nysa - miasto (4)";40287;
1607055;"Nysa - obszar wiejski (5)";13049;
1607063;"Otmuchów (3)";12652;
1607064;"Otmuchów - miasto (4)";6096;
1607065;"Otmuchów - obszar wiejski (5)";6556;
1607073;"Paczków (3)";11254;
1607074;"Paczków - miasto (4)";6527;
1607075;"Paczków - obszar wiejski (5)";4727;
1607082;"Pakosławice (2)";3273;
1607092;"Skoroszyce (2)";5828;
1608000;"Powiat oleski";60798;
1608013;"Dobrodzień (3)";9104;
1608014;"Dobrodzień - miasto (4)";3424;
1608015;"Dobrodzień - obszar wiejski (5)";5680;
1608023;"Gorzów Śląski (3)";6846;
1608024;"Gorzów Śląski - miasto (4)";2418;
1608025;"Gorzów Śląski - obszar wiejski (5)";4428;
1608033;"Olesno (3)";17090;
1608034;"Olesno - miasto (4)";8957;
1608035;"Olesno - obszar wiejski (5)";8133;
1608043;"Praszka (3)";12725;
1608044;"Praszka - miasto (4)";6975;
1608045;"Praszka - obszar wiejski (5)";5750;
1608052;"Radłów (2)";4010;
1608062;"Rudniki (2)";7593;
1608072;"Zębowice (2)";3430;
1609000;"Powiat opolski";120754;
1609012;"Chrząstowice (2)";7195;
1609022;"Dąbrowa (2)";8201;
1609032;"Dobrzeń Wielki (2)";9145;
1609042;"Komprachcice (2)";9347;
1609052;"Łubniany (2)";10156;
1609062;"Murów (2)";5017;
1609073;"Niemodlin (3)";12420;
1609074;"Niemodlin - miasto (4)";5734;
1609075;"Niemodlin - obszar wiejski (5)";6686;
1609083;"Ozimek (3)";18360;
1609084;"Ozimek - miasto (4)";7780;
1609085;"Ozimek - obszar wiejski (5)";10580;
1609092;"Popielów (2)";7611;
1609103;"Prószków (3)";9026;
1609104;"Prószków - miasto (4)";2542;
1609105;"Prószków - obszar wiejski (5)";6484;
1609112;"Tarnów Opolski (2)";9376;
1609123;"Tułowice (3)";4886;
1609124;"Tułowice - miasto (4)";3591;
1609125;"Tułowice - obszar wiejski (5)";1295;
1609132;"Turawa (2)";10014;
1610000;"Powiat prudnicki";50875;
1610013;"Biała (3)";9751;
1610014;"Biała - miasto (4)";2224;
1610015;"Biała - obszar wiejski (5)";7527;
1610023;"Głogówek (3)";12430;
1610024;"Głogówek - miasto (4)";5418;
1610025;"Głogówek - obszar wiejski (5)";7012;
1610032;"Lubrza (2)";4124;
1610043;"Prudnik (3)";24570;
1610044;"Prudnik - miasto (4)";18689;
1610045;"Prudnik - obszar wiejski (5)";5881;
1611000;"Powiat strzelecki";70763;
1611012;"Izbicko (2)";5313;
1611022;"Jemielnica (2)";7034;
1611033;"Kolonowskie (3)";5630;
1611034;"Kolonowskie - miasto (4)";3189;
1611035;"Kolonowskie - obszar wiejski (5)";2441;
1611043;"Leśnica (3)";7352;
1611044;"Leśnica - miasto (4)";2517;
1611045;"Leśnica - obszar wiejski (5)";4835;
1611053;"Strzelce Opolskie (3)";28713;
1611054;"Strzelce Opolskie - miasto (4)";16734;
1611055;"Strzelce Opolskie - obszar wiejski (5)";11979;
1611063;"Ujazd (3)";6369;
1611064;"Ujazd - miasto (4)";1833;
1611065;"Ujazd - obszar wiejski (5)";4536;
1611073;"Zawadzkie (3)";10352;
1611074;"Zawadzkie - miasto (4)";6298;
1611075;"Zawadzkie - obszar wiejski (5)";4054;
1661000;"Powiat m. Opole";125492;
1661011;"Opole (1)";125492;
1800000;"PODKARPACKIE";2062997;
1801000;"Powiat bieszczadzki";20423;
1801032;"Czarna (2)";2346;
1801052;"Lutowiska (2)";1953;
1801083;"Ustrzyki Dolne (3)";16124;
1801084;"Ustrzyki Dolne - miasto (4)";8246;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";7878;
1802000;"Powiat brzozowski";62822;
1802013;"Brzozów (3)";25777;
1802014;"Brzozów - miasto (4)";7168;
1802015;"Brzozów - obszar wiejski (5)";18609;
1802022;"Domaradz (2)";5789;
1802032;"Dydnia (2)";7464;
1802042;"Haczów (2)";8927;
1802052;"Jasienica Rosielna (2)";7458;
1802062;"Nozdrzec (2)";7407;
1803000;"Powiat dębicki";131981;
1803011;"Dębica (1)";42600;
1803023;"Brzostek (3)";12592;
1803024;"Brzostek - miasto (4)";2663;
1803025;"Brzostek - obszar wiejski (5)";9929;
1803032;"Czarna (2)";13330;
1803042;"Dębica (2)";25600;
1803052;"Jodłowa (2)";5184;
1803063;"Pilzno (3)";18227;
1803064;"Pilzno - miasto (4)";4977;
1803065;"Pilzno - obszar wiejski (5)";13250;
1803072;"Żyraków (2)";14448;
1804000;"Powiat jarosławski";115103;
1804011;"Jarosław (1)";34966;
1804021;"Radymno (1)";4873;
1804032;"Chłopice (2)";5229;
1804042;"Jarosław (2)";13101;
1804052;"Laszki (2)";6476;
1804062;"Pawłosiów (2)";8372;
1804073;"Pruchnik (3)";9238;
1804074;"Pruchnik - miasto (4)";3621;
1804075;"Pruchnik - obszar wiejski (5)";5617;
1804082;"Radymno (2)";10819;
1804092;"Rokietnica (2)";4109;
1804102;"Roźwienica (2)";6105;
1804112;"Wiązownica (2)";11815;
1805000;"Powiat jasielski";108084;
1805011;"Jasło (1)";32378;
1805022;"Brzyska (2)";6284;
1805032;"Dębowiec (2)";8752;
1805042;"Jasło (2)";15872;
1805053;"Kołaczyce (3)";8573;
1805054;"Kołaczyce - miasto (4)";1359;
1805055;"Kołaczyce - obszar wiejski (5)";7214;
1805062;"Krempna (2)";1673;
1805072;"Nowy Żmigród (2)";8535;
1805082;"Osiek Jasielski (2)";5150;
1805092;"Skołyszyn (2)";11893;
1805112;"Tarnowiec (2)";8974;
1806000;"Powiat kolbuszowski";60895;
1806012;"Cmolas (2)";7915;
1806023;"Kolbuszowa (3)";24138;
1806024;"Kolbuszowa - miasto (4)";8394;
1806025;"Kolbuszowa - obszar wiejski (5)";15744;
1806032;"Majdan Królewski (2)";9521;
1806042;"Niwiska (2)";6209;
1806052;"Raniżów (2)";6872;
1806062;"Dzikowiec (2)";6240;
1807000;"Powiat krośnieński";108034;
1807012;"Chorkówka (2)";13451;
1807023;"Dukla (3)";13736;
1807024;"Dukla - miasto (4)";1919;
1807025;"Dukla - obszar wiejski (5)";11817;
1807033;"Iwonicz-Zdrój (3)";10164;
1807034;"Iwonicz-Zdrój - miasto (4)";1511;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";8653;
1807043;"Jedlicze (3)";14852;
1807044;"Jedlicze - miasto (4)";5462;
1807045;"Jedlicze - obszar wiejski (5)";9390;
1807052;"Korczyna (2)";11047;
1807062;"Krościenko Wyżne (2)";5294;
1807072;"Miejsce Piastowe (2)";13216;
1807083;"Rymanów (3)";15048;
1807084;"Rymanów - miasto (4)";3508;
1807085;"Rymanów - obszar wiejski (5)";11540;
1807092;"Wojaszówka (2)";9195;
1807102;"Jaśliska (2)";2031;
1808000;"Powiat leżajski";66263;
1808011;"Leżajsk (1)";12564;
1808022;"Grodzisko Dolne (2)";7680;
1808032;"Kuryłówka (2)";5454;
1808042;"Leżajsk (2)";19792;
1808053;"Nowa Sarzyna (3)";20773;
1808054;"Nowa Sarzyna - miasto (4)";5259;
1808055;"Nowa Sarzyna - obszar wiejski (5)";15514;
1809000;"Powiat lubaczowski";51997;
1809011;"Lubaczów (1)";11235;
1809023;"Cieszanów (3)";6629;
1809024;"Cieszanów - miasto (4)";1794;
1809025;"Cieszanów - obszar wiejski (5)";4835;
1809032;"Horyniec-Zdrój (2)";4212;
1809042;"Lubaczów (2)";8911;
1809053;"Narol (3)";7450;
1809054;"Narol - miasto (4)";1941;
1809055;"Narol - obszar wiejski (5)";5509;
1809063;"Oleszyce (3)";6017;
1809064;"Oleszyce - miasto (4)";2779;
1809065;"Oleszyce - obszar wiejski (5)";3238;
1809072;"Stary Dzików (2)";3916;
1809082;"Wielkie Oczy (2)";3627;
1810000;"Powiat łańcucki";80749;
1810011;"Łańcut (1)";17772;
1810022;"Białobrzegi (2)";8705;
1810032;"Czarna (2)";12094;
1810042;"Łańcut (2)";21742;
1810052;"Markowa (2)";6330;
1810062;"Rakszawa (2)";7210;
1810072;"Żołynia (2)";6896;
1811000;"Powiat mielecki";132484;
1811011;"Mielec (1)";56515;
1811022;"Borowa (2)";5185;
1811032;"Czermin (2)";7039;
1811042;"Gawłuszowice (2)";2739;
1811052;"Mielec (2)";13724;
1811062;"Padew Narodowa (2)";5078;
1811073;"Przecław (3)";12046;
1811074;"Przecław - miasto (4)";1831;
1811075;"Przecław - obszar wiejski (5)";10215;
1811083;"Radomyśl Wielki (3)";14248;
1811084;"Radomyśl Wielki - miasto (4)";3452;
1811085;"Radomyśl Wielki - obszar wiejski (5)";10796;
1811092;"Tuszów Narodowy (2)";8269;
1811102;"Wadowice Górne (2)";7641;
1812000;"Powiat niżański";63189;
1812012;"Harasiuki (2)";5643;
1812022;"Jarocin (2)";5021;
1812032;"Jeżowe (2)";9835;
1812042;"Krzeszów (2)";4072;
1812053;"Nisko (3)";21079;
1812054;"Nisko - miasto (4)";14310;
1812055;"Nisko - obszar wiejski (5)";6769;
1812063;"Rudnik nad Sanem (3)";9749;
1812064;"Rudnik nad Sanem - miasto (4)";6315;
1812065;"Rudnik nad Sanem - obszar wiejski (5)";3434;
1812073;"Ulanów (3)";7790;
1812074;"Ulanów - miasto (4)";1343;
1812075;"Ulanów - obszar wiejski (5)";6447;
1813000;"Powiat przemyski";70688;
1813013;"Bircza (3)";5842;
1813014;"Bircza - miasto (4)";976;
1813015;"Bircza - obszar wiejski (5)";4866;
1813023;"Dubiecko (3)";8622;
1813024;"Dubiecko - miasto (4)";784;
1813025;"Dubiecko - obszar wiejski (5)";7838;
1813032;"Fredropol (2)";5142;
1813042;"Krasiczyn (2)";5083;
1813052;"Krzywcza (2)";4470;
1813062;"Medyka (2)";6265;
1813072;"Orły (2)";8507;
1813082;"Przemyśl (2)";10646;
1813092;"Stubno (2)";3636;
1813102;"Żurawica (2)";12475;
1814000;"Powiat przeworski";75370;
1814011;"Przeworsk (1)";14422;
1814022;"Adamówka (2)";3965;
1814032;"Gać (2)";4498;
1814043;"Jawornik Polski (3)";4212;
1814044;"Jawornik Polski - miasto (4)";1158;
1814045;"Jawornik Polski - obszar wiejski (5)";3054;
1814053;"Kańczuga (3)";11554;
1814054;"Kańczuga - miasto (4)";2859;
1814055;"Kańczuga - obszar wiejski (5)";8695;
1814062;"Przeworsk (2)";14551;
1814073;"Sieniawa (3)";6736;
1814074;"Sieniawa - miasto (4)";1985;
1814075;"Sieniawa - obszar wiejski (5)";4751;
1814082;"Tryńcza (2)";8544;
1814092;"Zarzecze (2)";6888;
1815000;"Powiat ropczycko-sędziszowski";74083;
1815012;"Iwierzyce (2)";7760;
1815022;"Ostrów (2)";7513;
1815033;"Ropczyce (3)";27260;
1815034;"Ropczyce - miasto (4)";15855;
1815035;"Ropczyce - obszar wiejski (5)";11405;
1815043;"Sędziszów Małopolski (3)";23822;
1815044;"Sędziszów Małopolski - miasto (4)";12423;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";11399;
1815052;"Wielopole Skrzyńskie (2)";7728;
1816000;"Powiat rzeszowski";176821;
1816011;"Dynów (1)";5959;
1816023;"Błażowa (3)";10761;
1816024;"Błażowa - miasto (4)";2074;
1816025;"Błażowa - obszar wiejski (5)";8687;
1816033;"Boguchwała (3)";22234;
1816034;"Boguchwała - miasto (4)";6329;
1816035;"Boguchwała - obszar wiejski (5)";15905;
1816042;"Chmielnik (2)";7362;
1816052;"Dynów (2)";6559;
1816063;"Głogów Małopolski (3)";20115;
1816064;"Głogów Małopolski - miasto (4)";10871;
1816065;"Głogów Małopolski - obszar wiejski (5)";9244;
1816072;"Hyżne (2)";6980;
1816082;"Kamień (2)";6821;
1816092;"Krasne (2)";13178;
1816102;"Lubenia (2)";6511;
1816113;"Sokołów Małopolski (3)";17406;
1816114;"Sokołów Małopolski - miasto (4)";4376;
1816115;"Sokołów Małopolski - obszar wiejski (5)";13030;
1816122;"Świlcza (2)";16732;
1816132;"Trzebownisko (2)";24621;
1816143;"Tyczyn (3)";11582;
1816144;"Tyczyn - miasto (4)";4627;
1816145;"Tyczyn - obszar wiejski (5)";6955;
1817000;"Powiat sanocki";89001;
1817011;"Sanok (1)";33844;
1817022;"Besko (2)";4341;
1817032;"Bukowsko (2)";5267;
1817042;"Komańcza (2)";4053;
1817052;"Sanok (2)";18084;
1817062;"Tyrawa Wołoska (2)";1910;
1817073;"Zagórz (3)";12580;
1817074;"Zagórz - miasto (4)";4865;
1817075;"Zagórz - obszar wiejski (5)";7715;
1817082;"Zarszyn (2)";8922;
1818000;"Powiat stalowowolski";100034;
1818011;"Stalowa Wola (1)";54300;
1818022;"Bojanów (2)";7645;
1818032;"Pysznica (2)";11979;
1818042;"Radomyśl nad Sanem (2)";7180;
1818053;"Zaklików (3)";7958;
1818054;"Zaklików - miasto (4)";2739;
1818055;"Zaklików - obszar wiejski (5)";5219;
1818062;"Zaleszany (2)";10972;
1819000;"Powiat strzyżowski";58775;
1819012;"Czudec (2)";11491;
1819022;"Frysztak (2)";9997;
1819032;"Niebylec (2)";10189;
1819043;"Strzyżów (3)";19566;
1819044;"Strzyżów - miasto (4)";8327;
1819045;"Strzyżów - obszar wiejski (5)";11239;
1819052;"Wiśniowa (2)";7532;
1820000;"Powiat tarnobrzeski";50550;
1820013;"Baranów Sandomierski (3)";11222;
1820014;"Baranów Sandomierski - miasto (4)";1386;
1820015;"Baranów Sandomierski - obszar wiejski (5)";9836;
1820022;"Gorzyce (2)";12494;
1820032;"Grębów (2)";9939;
1820043;"Nowa Dęba (3)";16895;
1820044;"Nowa Dęba - miasto (4)";10268;
1820045;"Nowa Dęba - obszar wiejski (5)";6627;
1821000;"Powiat leski";25224;
1821012;"Baligród (2)";3051;
1821022;"Cisna (2)";1689;
1821033;"Lesko (3)";10701;
1821034;"Lesko - miasto (4)";5042;
1821035;"Lesko - obszar wiejski (5)";5659;
1821042;"Olszanica (2)";4618;
1821052;"Solina (2)";5165;
1861000;"Powiat m. Krosno";43594;
1861011;"Krosno (1)";43594;
1862000;"Powiat m. Przemyśl";55292;
1862011;"Przemyśl (1)";55292;
1863000;"Powiat m. Rzeszów";198317;
1863011;"Rzeszów (1)";198317;
1864000;"Powiat m. Tarnobrzeg";43224;
1864011;"Tarnobrzeg (1)";43224;
2000000;"PODLASKIE";1132641;
2001000;"Powiat augustowski";54022;
2001011;"Augustów (1)";28793;
2001022;"Augustów (2)";6377;
2001032;"Bargłów Kościelny (2)";4975;
2001043;"Lipsk (3)";4303;
2001044;"Lipsk - miasto (4)";2034;
2001045;"Lipsk - obszar wiejski (5)";2269;
2001052;"Nowinka (2)";2854;
2001062;"Płaska (2)";2285;
2001072;"Sztabin (2)";4435;
2002000;"Powiat białostocki";159170;
2002013;"Choroszcz (3)";18553;
2002014;"Choroszcz - miasto (4)";6185;
2002015;"Choroszcz - obszar wiejski (5)";12368;
2002023;"Czarna Białostocka (3)";10527;
2002024;"Czarna Białostocka - miasto (4)";8503;
2002025;"Czarna Białostocka - obszar wiejski (5)";2024;
2002032;"Dobrzyniewo Duże (2)";10544;
2002042;"Gródek (2)";4805;
2002052;"Juchnowiec Kościelny (2)";18725;
2002063;"Łapy (3)";20063;
2002064;"Łapy - miasto (4)";14253;
2002065;"Łapy - obszar wiejski (5)";5810;
2002073;"Michałowo (3)";5805;
2002074;"Michałowo - miasto (4)";2712;
2002075;"Michałowo - obszar wiejski (5)";3093;
2002082;"Poświętne (2)";3040;
2002093;"Supraśl (3)";18542;
2002094;"Supraśl - miasto (4)";4289;
2002095;"Supraśl - obszar wiejski (5)";14253;
2002103;"Suraż (3)";1891;
2002104;"Suraż - miasto (4)";952;
2002105;"Suraż - obszar wiejski (5)";939;
2002112;"Turośń Kościelna (2)";7168;
2002123;"Tykocin (3)";5611;
2002124;"Tykocin - miasto (4)";1838;
2002125;"Tykocin - obszar wiejski (5)";3773;
2002133;"Wasilków (3)";21299;
2002134;"Wasilków - miasto (4)";12831;
2002135;"Wasilków - obszar wiejski (5)";8468;
2002143;"Zabłudów (3)";10171;
2002144;"Zabłudów - miasto (4)";2495;
2002145;"Zabłudów - obszar wiejski (5)";7676;
2002152;"Zawady (2)";2426;
2003000;"Powiat bielski";49987;
2003011;"Bielsk Podlaski (1)";23558;
2003021;"Brańsk (1)";3469;
2003032;"Bielsk Podlaski (2)";6356;
2003042;"Boćki (2)";3737;
2003052;"Brańsk (2)";5039;
2003062;"Orla (2)";2378;
2003072;"Rudka (2)";1632;
2003082;"Wyszki (2)";3818;
2004000;"Powiat grajewski";43756;
2004011;"Grajewo (1)";20724;
2004022;"Grajewo (2)";5393;
2004032;"Radziłów (2)";4253;
2004043;"Rajgród (3)";4512;
2004044;"Rajgród - miasto (4)";1378;
2004045;"Rajgród - obszar wiejski (5)";3134;
2004053;"Szczuczyn (3)";5619;
2004054;"Szczuczyn - miasto (4)";3093;
2004055;"Szczuczyn - obszar wiejski (5)";2526;
2004062;"Wąsosz (2)";3255;
2005000;"Powiat hajnowski";38237;
2005011;"Hajnówka (1)";18709;
2005022;"Białowieża (2)";1984;
2005032;"Czeremcha (2)";2618;
2005042;"Czyże (2)";1720;
2005052;"Dubicze Cerkiewne (2)";1285;
2005062;"Hajnówka (2)";3605;
2005073;"Kleszczele (3)";2066;
2005074;"Kleszczele - miasto (4)";1026;
2005075;"Kleszczele - obszar wiejski (5)";1040;
2005082;"Narew (2)";3158;
2005092;"Narewka (2)";3092;
2006000;"Powiat kolneński";35440;
2006011;"Kolno (1)";9772;
2006022;"Grabowo (2)";3181;
2006032;"Kolno (2)";7875;
2006042;"Mały Płock (2)";4357;
2006053;"Stawiski (3)";5497;
2006054;"Stawiski - miasto (4)";1975;
